Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""Page_Login/input_username""), username)",Chrome 125.0.0.0,,,24-05-2024 08:56:58,24-05-2024 08:57:00,1.203s,PASSED
"setText(findTestObject(""Page_Login/input_password""), password)",Chrome 125.0.0.0,,,24-05-2024 08:57:00,24-05-2024 08:57:01,1.005s,PASSED
"click(findTestObject(""Page_Login/button_Login""))",Chrome 125.0.0.0,,,24-05-2024 08:57:01,24-05-2024 08:57:01,0.810s,PASSED
delay(3),Chrome 125.0.0.0,,,24-05-2024 08:57:01,24-05-2024 08:57:04,3.018s,PASSED
"verifyTextPresent(Expected, false)",Chrome 125.0.0.0,,,24-05-2024 08:57:04,24-05-2024 08:57:07,2.153s,FAILED
,,,,,,,
Test Cases/TC_Login,Chrome 125.0.0.0,,,24-05-2024 08:57:07,24-05-2024 08:57:23,16.320s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,24-05-2024 08:57:07,24-05-2024 08:57:08,1.256s,PASSED
"navigateToUrl(""https://hasaki.vn/"")",Chrome 125.0.0.0,,,24-05-2024 08:57:08,24-05-2024 08:57:12,3.556s,PASSED
maximizeWindow(),Chrome 125.0.0.0,,,24-05-2024 08:57:12,24-05-2024 08:57:12,0.290s,PASSED
"click(findTestObject(""Page_Login/button_Yes_KhuyenMai""))",Chrome 125.0.0.0,,,24-05-2024 08:57:12,24-05-2024 08:57:12,0.574s,PASSED
"click(findTestObject(""Page_Login/img_Page""))",Chrome 125.0.0.0,,,24-05-2024 08:57:12,24-05-2024 08:57:13,1.045s,PASSED
"click(findTestObject(""Page_Login/Link_Login""))",Chrome 125.0.0.0,,,24-05-2024 08:57:13,24-05-2024 08:57:14,0.642s,PASSED
"setText(findTestObject(""Page_Login/input_username""), username)",Chrome 125.0.0.0,,,24-05-2024 08:57:14,24-05-2024 08:57:15,1.343s,PASSED
"setText(findTestObject(""Page_Login/input_password""), password)",Chrome 125.0.0.0,,,24-05-2024 08:57:15,24-05-2024 08:57:16,0.818s,PASSED
"click(findTestObject(""Page_Login/button_Login""))",Chrome 125.0.0.0,,,24-05-2024 08:57:16,24-05-2024 08:57:17,0.972s,PASSED
delay(3),Chrome 125.0.0.0,,,24-05-2024 08:57:17,24-05-2024 08:57:20,3.014s,PASSED
"verifyTextPresent(Expected, false)",Chrome 125.0.0.0,,,24-05-2024 08:57:20,24-05-2024 08:57:22,2.167s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,24-05-2024 08:57:22,24-05-2024 08:57:23,0.599s,PASSED
,,,,,,,
Test Cases/TC_Login,Chrome 125.0.0.0,,,24-05-2024 08:57:23,24-05-2024 08:57:39,15.973s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,24-05-2024 08:57:23,24-05-2024 08:57:24,0.878s,PASSED
"navigateToUrl(""https://hasaki.vn/"")",Chrome 125.0.0.0,,,24-05-2024 08:57:24,24-05-2024 08:57:24,0.456s,PASSED
maximizeWindow(),Chrome 125.0.0.0,,,24-05-2024 08:57:24,24-05-2024 08:57:27,2.825s,PASSED
"click(findTestObject(""Page_Login/button_Yes_KhuyenMai""))",Chrome 125.0.0.0,,,24-05-2024 08:57:27,24-05-2024 08:57:29,1.708s,PASSED
"click(findTestObject(""Page_Login/img_Page""))",Chrome 125.0.0.0,,,24-05-2024 08:57:29,24-05-2024 08:57:30,0.563s,PASSED
"click(findTestObject(""Page_Login/Link_Login""))",Chrome 125.0.0.0,,,24-05-2024 08:57:30,24-05-2024 08:57:30,0.595s,PASSED
"setText(findTestObject(""Page_Login/input_username""), username)",Chrome 125.0.0.0,,,24-05-2024 08:57:30,24-05-2024 08:57:31,1.223s,PASSED
"setText(findTestObject(""Page_Login/input_password""), password)",Chrome 125.0.0.0,,,24-05-2024 08:57:31,24-05-2024 08:57:32,1.053s,PASSED
"click(findTestObject(""Page_Login/button_Login""))",Chrome 125.0.0.0,,,24-05-2024 08:57:32,24-05-2024 08:57:33,0.788s,PASSED
delay(3),Chrome 125.0.0.0,,,24-05-2024 08:57:33,24-05-2024 08:57:36,3.020s,PASSED
"verifyTextPresent(Expected, false)",Chrome 125.0.0.0,,,24-05-2024 08:57:36,24-05-2024 08:57:38,2.193s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,24-05-2024 08:57:38,24-05-2024 08:57:39,0.635s,PASSED
,,,,,,,
Test Cases/TC_Login,Chrome 125.0.0.0,,,24-05-2024 08:57:39,24-05-2024 08:57:58,18.755s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,24-05-2024 08:57:39,24-05-2024 08:57:40,0.855s,PASSED
"navigateToUrl(""https://hasaki.vn/"")",Chrome 125.0.0.0,,,24-05-2024 08:57:40,24-05-2024 08:57:46,6.035s,PASSED
maximizeWindow(),Chrome 125.0.0.0,,,24-05-2024 08:57:46,24-05-2024 08:57:46,0.436s,PASSED
"click(findTestObject(""Page_Login/button_Yes_KhuyenMai""))",Chrome 125.0.0.0,,,24-05-2024 08:57:46,24-05-2024 08:57:47,0.921s,PASSED
"click(findTestObject(""Page_Login/img_Page""))",Chrome 125.0.0.0,,,24-05-2024 08:57:47,24-05-2024 08:57:48,0.498s,PASSED
"click(findTestObject(""Page_Login/Link_Login""))",Chrome 125.0.0.0,,,24-05-2024 08:57:48,24-05-2024 08:57:49,1.099s,PASSED
"setText(findTestObject(""Page_Login/input_username""), username)",Chrome 125.0.0.0,,,24-05-2024 08:57:49,24-05-2024 08:57:50,1.254s,PASSED
"setText(findTestObject(""Page_Login/input_password""), password)",Chrome 125.0.0.0,,,24-05-2024 08:57:50,24-05-2024 08:57:51,0.864s,PASSED
"click(findTestObject(""Page_Login/button_Login""))",Chrome 125.0.0.0,,,24-05-2024 08:57:51,24-05-2024 08:57:52,1.026s,PASSED
delay(3),Chrome 125.0.0.0,,,24-05-2024 08:57:52,24-05-2024 08:57:55,3.010s,PASSED
"verifyTextPresent(Expected, false)",Chrome 125.0.0.0,,,24-05-2024 08:57:55,24-05-2024 08:57:57,2.167s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,24-05-2024 08:57:57,24-05-2024 08:57:58,0.551s,PASSED
,,,,,,,
Test Cases/TC_Login,Chrome 125.0.0.0,,,24-05-2024 08:57:58,24-05-2024 08:58:14,16.111s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,24-05-2024 08:57:58,24-05-2024 08:57:59,0.849s,PASSED
"navigateToUrl(""https://hasaki.vn/"")",Chrome 125.0.0.0,,,24-05-2024 08:57:59,24-05-2024 08:58:02,3.144s,PASSED
maximizeWindow(),Chrome 125.0.0.0,,,24-05-2024 08:58:02,24-05-2024 08:58:02,0.296s,PASSED
"click(findTestObject(""Page_Login/button_Yes_KhuyenMai""))",Chrome 125.0.0.0,,,24-05-2024 08:58:02,24-05-2024 08:58:03,0.918s,PASSED
"click(findTestObject(""Page_Login/img_Page""))",Chrome 125.0.0.0,,,24-05-2024 08:58:03,24-05-2024 08:58:04,1.130s,PASSED
"click(findTestObject(""Page_Login/Link_Login""))",Chrome 125.0.0.0,,,24-05-2024 08:58:04,24-05-2024 08:58:05,0.855s,PASSED
"setText(findTestObject(""Page_Login/input_username""), username)",Chrome 125.0.0.0,,,24-05-2024 08:58:05,24-05-2024 08:58:07,1.421s,PASSED
"setText(findTestObject(""Page_Login/input_password""), password)",Chrome 125.0.0.0,,,24-05-2024 08:58:07,24-05-2024 08:58:08,0.931s,PASSED
"click(findTestObject(""Page_Login/button_Login""))",Chrome 125.0.0.0,,,24-05-2024 08:58:08,24-05-2024 08:58:08,0.818s,PASSED
delay(3),Chrome 125.0.0.0,,,24-05-2024 08:58:08,24-05-2024 08:58:11,3.016s,PASSED
"verifyTextPresent(Expected, false)",Chrome 125.0.0.0,,,24-05-2024 08:58:11,24-05-2024 08:58:14,2.174s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,24-05-2024 08:58:14,24-05-2024 08:58:14,0.510s,PASSED
,,,,,,,
Test Cases/TC_Login,Chrome 125.0.0.0,,,24-05-2024 08:58:14,24-05-2024 08:58:30,15.486s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,24-05-2024 08:58:14,24-05-2024 08:58:15,0.826s,PASSED
"navigateToUrl(""https://hasaki.vn/"")",Chrome 125.0.0.0,,,24-05-2024 08:58:15,24-05-2024 08:58:18,3.085s,PASSED
maximizeWindow(),Chrome 125.0.0.0,,,24-05-2024 08:58:18,24-05-2024 08:58:18,0.263s,PASSED
"click(findTestObject(""Page_Login/button_Yes_KhuyenMai""))",Chrome 125.0.0.0,,,24-05-2024 08:58:18,24-05-2024 08:58:19,0.576s,PASSED
"click(findTestObject(""Page_Login/img_Page""))",Chrome 125.0.0.0,,,24-05-2024 08:58:19,24-05-2024 08:58:20,1.107s,PASSED
"click(findTestObject(""Page_Login/Link_Login""))",Chrome 125.0.0.0,,,24-05-2024 08:58:20,24-05-2024 08:58:21,0.542s,PASSED
"setText(findTestObject(""Page_Login/input_username""), username)",Chrome 125.0.0.0,,,24-05-2024 08:58:21,24-05-2024 08:58:22,1.083s,PASSED
"setText(findTestObject(""Page_Login/input_password""), password)",Chrome 125.0.0.0,,,24-05-2024 08:58:22,24-05-2024 08:58:23,1.061s,PASSED
"click(findTestObject(""Page_Login/button_Login""))",Chrome 125.0.0.0,,,24-05-2024 08:58:23,24-05-2024 08:58:24,1.092s,PASSED
delay(3),Chrome 125.0.0.0,,,24-05-2024 08:58:24,24-05-2024 08:58:27,3.013s,PASSED
"verifyTextPresent(Expected, false)",Chrome 125.0.0.0,,,24-05-2024 08:58:27,24-05-2024 08:58:29,2.259s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,24-05-2024 08:58:29,24-05-2024 08:58:30,0.553s,PASSED
,,,,,,,
Test Cases/TC_Login,Chrome 125.0.0.0,,,24-05-2024 08:58:30,24-05-2024 08:58:45,15.459s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,24-05-2024 08:58:30,24-05-2024 08:58:31,0.965s,PASSED
"navigateToUrl(""https://hasaki.vn/"")",Chrome 125.0.0.0,,,24-05-2024 08:58:31,24-05-2024 08:58:34,3.200s,PASSED
maximizeWindow(),Chrome 125.0.0.0,,,24-05-2024 08:58:34,24-05-2024 08:58:34,0.314s,PASSED
"click(findTestObject(""Page_Login/button_Yes_KhuyenMai""))",Chrome 125.0.0.0,,,24-05-2024 08:58:34,24-05-2024 08:58:35,1.166s,PASSED
"click(findTestObject(""Page_Login/img_Page""))",Chrome 125.0.0.0,,,24-05-2024 08:58:35,24-05-2024 08:58:36,0.573s,PASSED
"click(findTestObject(""Page_Login/Link_Login""))",Chrome 125.0.0.0,,,24-05-2024 08:58:36,24-05-2024 08:58:36,0.593s,PASSED
"setText(findTestObject(""Page_Login/input_username""), username)",Chrome 125.0.0.0,,,24-05-2024 08:58:36,24-05-2024 08:58:38,1.178s,PASSED
"setText(findTestObject(""Page_Login/input_password""), password)",Chrome 125.0.0.0,,,24-05-2024 08:58:38,24-05-2024 08:58:39,0.979s,PASSED
"click(findTestObject(""Page_Login/button_Login""))",Chrome 125.0.0.0,,,24-05-2024 08:58:39,24-05-2024 08:58:39,0.834s,PASSED
delay(3),Chrome 125.0.0.0,,,24-05-2024 08:58:39,24-05-2024 08:58:42,3.015s,PASSED
"verifyTextPresent(Expected, false)",Chrome 125.0.0.0,,,24-05-2024 08:58:42,24-05-2024 08:58:45,2.057s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,24-05-2024 08:58:45,24-05-2024 08:58:45,0.567s,PASSED
,,,,,,,
Test Cases/TC_Login,Chrome 125.0.0.0,,,24-05-2024 08:58:45,24-05-2024 08:59:01,15.709s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,24-05-2024 08:58:45,24-05-2024 08:58:46,0.807s,PASSED
"navigateToUrl(""https://hasaki.vn/"")",Chrome 125.0.0.0,,,24-05-2024 08:58:46,24-05-2024 08:58:49,3.250s,PASSED
maximizeWindow(),Chrome 125.0.0.0,,,24-05-2024 08:58:49,24-05-2024 08:58:50,0.319s,PASSED
"click(findTestObject(""Page_Login/button_Yes_KhuyenMai""))",Chrome 125.0.0.0,,,24-05-2024 08:58:50,24-05-2024 08:58:50,0.747s,PASSED
"click(findTestObject(""Page_Login/img_Page""))",Chrome 125.0.0.0,,,24-05-2024 08:58:50,24-05-2024 08:58:51,1.062s,PASSED
"click(findTestObject(""Page_Login/Link_Login""))",Chrome 125.0.0.0,,,24-05-2024 08:58:51,24-05-2024 08:58:52,0.770s,PASSED
"setText(findTestObject(""Page_Login/input_username""), username)",Chrome 125.0.0.0,,,24-05-2024 08:58:52,24-05-2024 08:58:53,1.271s,PASSED
"setText(findTestObject(""Page_Login/input_password""), password)",Chrome 125.0.0.0,,,24-05-2024 08:58:53,24-05-2024 08:58:54,0.868s,PASSED
"click(findTestObject(""Page_Login/button_Login""))",Chrome 125.0.0.0,,,24-05-2024 08:58:54,24-05-2024 08:58:55,0.822s,PASSED
delay(3),Chrome 125.0.0.0,,,24-05-2024 08:58:55,24-05-2024 08:58:58,3.010s,PASSED
"verifyTextPresent(Expected, false)",Chrome 125.0.0.0,,,24-05-2024 08:58:58,24-05-2024 08:59:00,2.236s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,24-05-2024 08:59:00,24-05-2024 08:59:01,0.512s,PASSED
,,,,,,,
Test Cases/TC_Login,Chrome 125.0.0.0,,,24-05-2024 08:59:01,24-05-2024 08:59:16,15.022s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,24-05-2024 08:59:01,24-05-2024 08:59:02,0.853s,PASSED
"navigateToUrl(""https://hasaki.vn/"")",Chrome 125.0.0.0,,,24-05-2024 08:59:02,24-05-2024 08:59:05,3.264s,PASSED
maximizeWindow(),Chrome 125.0.0.0,,,24-05-2024 08:59:05,24-05-2024 08:59:05,0.327s,PASSED
"click(findTestObject(""Page_Login/button_Yes_KhuyenMai""))",Chrome 125.0.0.0,,,24-05-2024 08:59:05,24-05-2024 08:59:06,0.925s,PASSED
"click(findTestObject(""Page_Login/img_Page""))",Chrome 125.0.0.0,,,24-05-2024 08:59:06,24-05-2024 08:59:07,0.517s,PASSED
"click(findTestObject(""Page_Login/Link_Login""))",Chrome 125.0.0.0,,,24-05-2024 08:59:07,24-05-2024 08:59:07,0.570s,PASSED
"setText(findTestObject(""Page_Login/input_username""), username)",Chrome 125.0.0.0,,,24-05-2024 08:59:07,24-05-2024 08:59:09,1.312s,PASSED
"setText(findTestObject(""Page_Login/input_password""), password)",Chrome 125.0.0.0,,,24-05-2024 08:59:09,24-05-2024 08:59:10,0.952s,PASSED
"click(findTestObject(""Page_Login/button_Login""))",Chrome 125.0.0.0,,,24-05-2024 08:59:10,24-05-2024 08:59:10,0.808s,PASSED
delay(3),Chrome 125.0.0.0,,,24-05-2024 08:59:10,24-05-2024 08:59:13,3.009s,PASSED
"verifyTextPresent(Expected, false)",Chrome 125.0.0.0,,,24-05-2024 08:59:13,24-05-2024 08:59:15,1.951s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,24-05-2024 08:59:15,24-05-2024 08:59:16,0.510s,PASSED
,,,,,,,
Test Cases/TC_Login,Chrome 125.0.0.0,,,24-05-2024 08:59:16,24-05-2024 08:59:32,16.410s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,24-05-2024 08:59:16,24-05-2024 08:59:17,0.945s,PASSED
"navigateToUrl(""https://hasaki.vn/"")",Chrome 125.0.0.0,,,24-05-2024 08:59:17,24-05-2024 08:59:20,3.169s,PASSED
maximizeWindow(),Chrome 125.0.0.0,,,24-05-2024 08:59:20,24-05-2024 08:59:20,0.317s,PASSED
"click(findTestObject(""Page_Login/button_Yes_KhuyenMai""))",Chrome 125.0.0.0,,,24-05-2024 08:59:20,24-05-2024 08:59:21,0.586s,PASSED
"click(findTestObject(""Page_Login/img_Page""))",Chrome 125.0.0.0,,,24-05-2024 08:59:21,24-05-2024 08:59:22,0.964s,PASSED
"click(findTestObject(""Page_Login/Link_Login""))",Chrome 125.0.0.0,,,24-05-2024 08:59:22,24-05-2024 08:59:23,1.012s,PASSED
"setText(findTestObject(""Page_Login/input_username""), username)",Chrome 125.0.0.0,,,24-05-2024 08:59:23,24-05-2024 08:59:24,1.282s,PASSED
"setText(findTestObject(""Page_Login/input_password""), password)",Chrome 125.0.0.0,,,24-05-2024 08:59:24,24-05-2024 08:59:25,0.965s,PASSED
"click(findTestObject(""Page_Login/button_Login""))",Chrome 125.0.0.0,,,24-05-2024 08:59:25,24-05-2024 08:59:26,0.834s,PASSED
delay(3),Chrome 125.0.0.0,,,24-05-2024 08:59:26,24-05-2024 08:59:29,3.004s,PASSED
"verifyTextPresent(Expected, false)",Chrome 125.0.0.0,,,24-05-2024 08:59:29,24-05-2024 08:59:32,2.512s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,24-05-2024 08:59:32,24-05-2024 08:59:32,0.793s,PASSED
,,,,,,,
Test Cases/TC_Login,Chrome 125.0.0.0,,,24-05-2024 08:59:32,24-05-2024 08:59:48,15.972s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,24-05-2024 08:59:33,24-05-2024 08:59:34,0.965s,PASSED
"navigateToUrl(""https://hasaki.vn/"")",Chrome 125.0.0.0,,,24-05-2024 08:59:34,24-05-2024 08:59:37,3.533s,PASSED
maximizeWindow(),Chrome 125.0.0.0,,,24-05-2024 08:59:37,24-05-2024 08:59:37,0.266s,PASSED
"click(findTestObject(""Page_Login/button_Yes_KhuyenMai""))",Chrome 125.0.0.0,,,24-05-2024 08:59:37,24-05-2024 08:59:38,0.920s,PASSED
"click(findTestObject(""Page_Login/img_Page""))",Chrome 125.0.0.0,,,24-05-2024 08:59:38,24-05-2024 08:59:39,0.536s,PASSED
"click(findTestObject(""Page_Login/Link_Login""))",Chrome 125.0.0.0,,,24-05-2024 08:59:39,24-05-2024 08:59:40,0.949s,PASSED
"setText(findTestObject(""Page_Login/input_username""), username)",Chrome 125.0.0.0,,,24-05-2024 08:59:40,24-05-2024 08:59:41,1.531s,PASSED
"setText(findTestObject(""Page_Login/input_password""), password)",Chrome 125.0.0.0,,,24-05-2024 08:59:41,24-05-2024 08:59:42,0.815s,PASSED
"click(findTestObject(""Page_Login/button_Login""))",Chrome 125.0.0.0,,,24-05-2024 08:59:42,24-05-2024 08:59:43,0.804s,PASSED
delay(3),Chrome 125.0.0.0,,,24-05-2024 08:59:43,24-05-2024 08:59:46,3.015s,PASSED
"verifyTextPresent(Expected, false)",Chrome 125.0.0.0,,,24-05-2024 08:59:46,24-05-2024 08:59:48,2.036s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,24-05-2024 08:59:48,24-05-2024 08:59:48,0.538s,PASSED
,,,,,,,
Test Cases/TC_Login,Chrome 125.0.0.0,,,24-05-2024 08:59:49,24-05-2024 09:00:04,15.787s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,24-05-2024 08:59:49,24-05-2024 08:59:49,0.881s,PASSED
"navigateToUrl(""https://hasaki.vn/"")",Chrome 125.0.0.0,,,24-05-2024 08:59:49,24-05-2024 08:59:53,3.313s,PASSED
maximizeWindow(),Chrome 125.0.0.0,,,24-05-2024 08:59:53,24-05-2024 08:59:53,0.268s,PASSED
"click(findTestObject(""Page_Login/button_Yes_KhuyenMai""))",Chrome 125.0.0.0,,,24-05-2024 08:59:53,24-05-2024 08:59:54,0.940s,PASSED
"click(findTestObject(""Page_Login/img_Page""))",Chrome 125.0.0.0,,,24-05-2024 08:59:54,24-05-2024 08:59:55,1.035s,PASSED
"click(findTestObject(""Page_Login/Link_Login""))",Chrome 125.0.0.0,,,24-05-2024 08:59:55,24-05-2024 08:59:56,0.716s,PASSED
"setText(findTestObject(""Page_Login/input_username""), username)",Chrome 125.0.0.0,,,24-05-2024 08:59:56,24-05-2024 08:59:57,1.315s,PASSED
"setText(findTestObject(""Page_Login/input_password""), password)",Chrome 125.0.0.0,,,24-05-2024 08:59:57,24-05-2024 08:59:58,0.865s,PASSED
"click(findTestObject(""Page_Login/button_Login""))",Chrome 125.0.0.0,,,24-05-2024 08:59:58,24-05-2024 08:59:59,0.711s,PASSED
delay(3),Chrome 125.0.0.0,,,24-05-2024 08:59:59,24-05-2024 09:00:02,3.017s,PASSED
"verifyTextPresent(Expected, false)",Chrome 125.0.0.0,,,24-05-2024 09:00:02,24-05-2024 09:00:04,2.137s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,24-05-2024 09:00:04,24-05-2024 09:00:04,0.572s,PASSED
,,,,,,,
Test Cases/TC_Login,Chrome 125.0.0.0,,,24-05-2024 09:00:04,24-05-2024 09:00:20,15.219s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,24-05-2024 09:00:04,24-05-2024 09:00:05,0.835s,PASSED
"navigateToUrl(""https://hasaki.vn/"")",Chrome 125.0.0.0,,,24-05-2024 09:00:05,24-05-2024 09:00:09,3.363s,PASSED
maximizeWindow(),Chrome 125.0.0.0,,,24-05-2024 09:00:09,24-05-2024 09:00:09,0.189s,PASSED
"click(findTestObject(""Page_Login/button_Yes_KhuyenMai""))",Chrome 125.0.0.0,,,24-05-2024 09:00:09,24-05-2024 09:00:10,0.935s,PASSED
"click(findTestObject(""Page_Login/img_Page""))",Chrome 125.0.0.0,,,24-05-2024 09:00:10,24-05-2024 09:00:11,1.057s,PASSED
"click(findTestObject(""Page_Login/Link_Login""))",Chrome 125.0.0.0,,,24-05-2024 09:00:11,24-05-2024 09:00:11,0.603s,PASSED
"setText(findTestObject(""Page_Login/input_username""), username)",Chrome 125.0.0.0,,,24-05-2024 09:00:11,24-05-2024 09:00:13,1.387s,PASSED
"setText(findTestObject(""Page_Login/input_password""), password)",Chrome 125.0.0.0,,,24-05-2024 09:00:13,24-05-2024 09:00:14,0.879s,PASSED
"click(findTestObject(""Page_Login/button_Login""))",Chrome 125.0.0.0,,,24-05-2024 09:00:14,24-05-2024 09:00:14,0.776s,PASSED
delay(3),Chrome 125.0.0.0,,,24-05-2024 09:00:14,24-05-2024 09:00:17,3.006s,PASSED
"verifyTextPresent(Expected, false)",Chrome 125.0.0.0,,,24-05-2024 09:00:17,24-05-2024 09:00:19,1.712s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,24-05-2024 09:00:19,24-05-2024 09:00:20,0.449s,PASSED
,,,,,,,
Test Cases/TC_Login,Chrome 125.0.0.0,,,24-05-2024 09:00:20,24-05-2024 09:00:36,16.003s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,24-05-2024 09:00:20,24-05-2024 09:00:21,0.877s,PASSED
"navigateToUrl(""https://hasaki.vn/"")",Chrome 125.0.0.0,,,24-05-2024 09:00:21,24-05-2024 09:00:24,3.316s,PASSED
maximizeWindow(),Chrome 125.0.0.0,,,24-05-2024 09:00:24,24-05-2024 09:00:24,0.260s,PASSED
"click(findTestObject(""Page_Login/button_Yes_KhuyenMai""))",Chrome 125.0.0.0,,,24-05-2024 09:00:24,24-05-2024 09:00:25,0.934s,PASSED
"click(findTestObject(""Page_Login/img_Page""))",Chrome 125.0.0.0,,,24-05-2024 09:00:25,24-05-2024 09:00:26,1.107s,PASSED
"click(findTestObject(""Page_Login/Link_Login""))",Chrome 125.0.0.0,,,24-05-2024 09:00:26,24-05-2024 09:00:27,0.565s,PASSED
"setText(findTestObject(""Page_Login/input_username""), username)",Chrome 125.0.0.0,,,24-05-2024 09:00:27,24-05-2024 09:00:28,1.318s,PASSED
"setText(findTestObject(""Page_Login/input_password""), password)",Chrome 125.0.0.0,,,24-05-2024 09:00:28,24-05-2024 09:00:29,1.116s,PASSED
"click(findTestObject(""Page_Login/button_Login""))",Chrome 125.0.0.0,,,24-05-2024 09:00:29,24-05-2024 09:00:30,0.715s,PASSED
delay(3),Chrome 125.0.0.0,,,24-05-2024 09:00:30,24-05-2024 09:00:33,3.019s,PASSED
"verifyTextPresent(Expected, false)",Chrome 125.0.0.0,,,24-05-2024 09:00:33,24-05-2024 09:00:35,2.244s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,24-05-2024 09:00:35,24-05-2024 09:00:36,0.514s,PASSED
,,,,,,,
Test Cases/TC_Login,Chrome 125.0.0.0,,,24-05-2024 09:00:36,24-05-2024 09:00:52,15.939s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,24-05-2024 09:00:36,24-05-2024 09:00:37,0.898s,PASSED
"navigateToUrl(""https://hasaki.vn/"")",Chrome 125.0.0.0,,,24-05-2024 09:00:37,24-05-2024 09:00:40,3.513s,PASSED
maximizeWindow(),Chrome 125.0.0.0,,,24-05-2024 09:00:40,24-05-2024 09:00:40,0.168s,PASSED
"click(findTestObject(""Page_Login/button_Yes_KhuyenMai""))",Chrome 125.0.0.0,,,24-05-2024 09:00:40,24-05-2024 09:00:42,1.497s,PASSED
"click(findTestObject(""Page_Login/img_Page""))",Chrome 125.0.0.0,,,24-05-2024 09:00:42,24-05-2024 09:00:42,0.509s,PASSED
"click(findTestObject(""Page_Login/Link_Login""))",Chrome 125.0.0.0,,,24-05-2024 09:00:42,24-05-2024 09:00:43,0.655s,PASSED
"setText(findTestObject(""Page_Login/input_username""), username)",Chrome 125.0.0.0,,,24-05-2024 09:00:43,24-05-2024 09:00:44,1.085s,PASSED
"setText(findTestObject(""Page_Login/input_password""), password)",Chrome 125.0.0.0,,,24-05-2024 09:00:44,24-05-2024 09:00:45,0.915s,PASSED
"click(findTestObject(""Page_Login/button_Login""))",Chrome 125.0.0.0,,,24-05-2024 09:00:45,24-05-2024 09:00:46,0.930s,PASSED
delay(3),Chrome 125.0.0.0,,,24-05-2024 09:00:46,24-05-2024 09:00:49,3.014s,PASSED
"verifyTextPresent(Expected, false)",Chrome 125.0.0.0,,,24-05-2024 09:00:49,24-05-2024 09:00:51,2.286s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,24-05-2024 09:00:51,24-05-2024 09:00:52,0.436s,PASSED
,,,,,,,
Test Cases/TC_Login,Chrome 125.0.0.0,,,24-05-2024 09:00:52,24-05-2024 09:01:08,15.828s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,24-05-2024 09:00:52,24-05-2024 09:00:53,0.841s,PASSED
"navigateToUrl(""https://hasaki.vn/"")",Chrome 125.0.0.0,,,24-05-2024 09:00:53,24-05-2024 09:00:56,3.343s,PASSED
maximizeWindow(),Chrome 125.0.0.0,,,24-05-2024 09:00:56,24-05-2024 09:00:56,0.238s,PASSED
"click(findTestObject(""Page_Login/button_Yes_KhuyenMai""))",Chrome 125.0.0.0,,,24-05-2024 09:00:56,24-05-2024 09:00:57,0.894s,PASSED
"click(findTestObject(""Page_Login/img_Page""))",Chrome 125.0.0.0,,,24-05-2024 09:00:57,24-05-2024 09:00:58,1.064s,PASSED
"click(findTestObject(""Page_Login/Link_Login""))",Chrome 125.0.0.0,,,24-05-2024 09:00:58,24-05-2024 09:00:59,0.730s,PASSED
"setText(findTestObject(""Page_Login/input_username""), username)",Chrome 125.0.0.0,,,24-05-2024 09:00:59,24-05-2024 09:01:00,1.101s,PASSED
"setText(findTestObject(""Page_Login/input_password""), password)",Chrome 125.0.0.0,,,24-05-2024 09:01:00,24-05-2024 09:01:01,1.121s,PASSED
"click(findTestObject(""Page_Login/button_Login""))",Chrome 125.0.0.0,,,24-05-2024 09:01:01,24-05-2024 09:01:02,0.760s,PASSED
delay(3),Chrome 125.0.0.0,,,24-05-2024 09:01:02,24-05-2024 09:01:05,3.010s,PASSED
"verifyTextPresent(Expected, false)",Chrome 125.0.0.0,,,24-05-2024 09:01:05,24-05-2024 09:01:07,2.132s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,24-05-2024 09:01:07,24-05-2024 09:01:08,0.569s,PASSED
,,,,,,,
