Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
maximizeWindow(),Chrome 114.0.0.0,,,06-06-2024 13:56:41,06-06-2024 13:56:41,0.216s,PASSED
"click(findTestObject(""Page_Login/button_Yes_KhuyenMai""))",Chrome 114.0.0.0,,,06-06-2024 13:56:41,06-06-2024 13:56:42,0.583s,PASSED
"click(findTestObject(""Page_Login/img_Page""))",Chrome 114.0.0.0,,,06-06-2024 13:56:42,06-06-2024 13:56:42,0.511s,PASSED
"click(findTestObject(""Page_Register/Link_Register""))",Chrome 114.0.0.0,,,06-06-2024 13:56:42,06-06-2024 13:56:43,0.594s,PASSED
"setText(findTestObject(""Page_Register/input_email_or_St""), username)",Chrome 114.0.0.0,,,06-06-2024 13:56:43,06-06-2024 13:56:44,1.236s,PASSED
"click(findTestObject(""Page_Register/button_layma""))",Chrome 114.0.0.0,,,06-06-2024 13:56:44,06-06-2024 13:56:45,0.711s,PASSED
"setText(findTestObject(""Page_Register/input_nhapma""), InsertCode)",Chrome 114.0.0.0,,,06-06-2024 13:56:45,06-06-2024 13:56:46,1.317s,PASSED
"setEncryptedText(findTestObject(""Page_Register/input_password""), password)",Chrome 114.0.0.0,,,06-06-2024 13:56:46,06-06-2024 13:56:46,0.250s,FAILED
,,,,,,,
Test Cases/TC_Register,Chrome 114.0.0.0,,,06-06-2024 13:56:46,06-06-2024 13:56:55,8.612s,FAILED
"openBrowser("""")",Chrome 114.0.0.0,,,06-06-2024 13:56:46,06-06-2024 13:56:47,0.858s,PASSED
"navigateToUrl(""https://hasaki.vn/"")",Chrome 114.0.0.0,,,06-06-2024 13:56:47,06-06-2024 13:56:50,2.624s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,06-06-2024 13:56:50,06-06-2024 13:56:50,0.151s,PASSED
"click(findTestObject(""Page_Login/button_Yes_KhuyenMai""))",Chrome 114.0.0.0,,,06-06-2024 13:56:50,06-06-2024 13:56:51,0.651s,PASSED
"click(findTestObject(""Page_Login/img_Page""))",Chrome 114.0.0.0,,,06-06-2024 13:56:51,06-06-2024 13:56:51,0.480s,PASSED
"click(findTestObject(""Page_Register/Link_Register""))",Chrome 114.0.0.0,,,06-06-2024 13:56:51,06-06-2024 13:56:52,0.566s,PASSED
"setText(findTestObject(""Page_Register/input_email_or_St""), username)",Chrome 114.0.0.0,,,06-06-2024 13:56:52,06-06-2024 13:56:53,1.354s,PASSED
"click(findTestObject(""Page_Register/button_layma""))",Chrome 114.0.0.0,,,06-06-2024 13:56:53,06-06-2024 13:56:54,0.568s,PASSED
"setText(findTestObject(""Page_Register/input_nhapma""), InsertCode)",Chrome 114.0.0.0,,,06-06-2024 13:56:54,06-06-2024 13:56:55,1.069s,PASSED
"setEncryptedText(findTestObject(""Page_Register/input_password""), password)",Chrome 114.0.0.0,,,06-06-2024 13:56:55,06-06-2024 13:56:55,0.244s,FAILED
,,,,,,,
Test Cases/TC_Register,Chrome 114.0.0.0,,,06-06-2024 13:56:55,06-06-2024 13:57:03,8.610s,FAILED
"openBrowser("""")",Chrome 114.0.0.0,,,06-06-2024 13:56:55,06-06-2024 13:56:56,0.782s,PASSED
"navigateToUrl(""https://hasaki.vn/"")",Chrome 114.0.0.0,,,06-06-2024 13:56:56,06-06-2024 13:56:58,2.559s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,06-06-2024 13:56:58,06-06-2024 13:56:58,0.268s,PASSED
"click(findTestObject(""Page_Login/button_Yes_KhuyenMai""))",Chrome 114.0.0.0,,,06-06-2024 13:56:58,06-06-2024 13:56:59,0.637s,PASSED
"click(findTestObject(""Page_Login/img_Page""))",Chrome 114.0.0.0,,,06-06-2024 13:56:59,06-06-2024 13:57:00,0.480s,PASSED
"click(findTestObject(""Page_Register/Link_Register""))",Chrome 114.0.0.0,,,06-06-2024 13:57:00,06-06-2024 13:57:00,0.563s,PASSED
"setText(findTestObject(""Page_Register/input_email_or_St""), username)",Chrome 114.0.0.0,,,06-06-2024 13:57:00,06-06-2024 13:57:01,1.273s,PASSED
"click(findTestObject(""Page_Register/button_layma""))",Chrome 114.0.0.0,,,06-06-2024 13:57:01,06-06-2024 13:57:02,0.761s,PASSED
"setText(findTestObject(""Page_Register/input_nhapma""), InsertCode)",Chrome 114.0.0.0,,,06-06-2024 13:57:02,06-06-2024 13:57:03,0.953s,PASSED
"setEncryptedText(findTestObject(""Page_Register/input_password""), password)",Chrome 114.0.0.0,,,06-06-2024 13:57:03,06-06-2024 13:57:03,0.313s,FAILED
,,,,,,,
Test Cases/TC_Register,Chrome 114.0.0.0,,,06-06-2024 13:57:03,06-06-2024 13:57:12,8.717s,FAILED
"openBrowser("""")",Chrome 114.0.0.0,,,06-06-2024 13:57:03,06-06-2024 13:57:04,0.891s,PASSED
"navigateToUrl(""https://hasaki.vn/"")",Chrome 114.0.0.0,,,06-06-2024 13:57:04,06-06-2024 13:57:07,2.682s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,06-06-2024 13:57:07,06-06-2024 13:57:07,0.260s,PASSED
"click(findTestObject(""Page_Login/button_Yes_KhuyenMai""))",Chrome 114.0.0.0,,,06-06-2024 13:57:07,06-06-2024 13:57:08,0.598s,PASSED
"click(findTestObject(""Page_Login/img_Page""))",Chrome 114.0.0.0,,,06-06-2024 13:57:08,06-06-2024 13:57:08,0.461s,PASSED
"click(findTestObject(""Page_Register/Link_Register""))",Chrome 114.0.0.0,,,06-06-2024 13:57:08,06-06-2024 13:57:09,0.570s,PASSED
"setText(findTestObject(""Page_Register/input_email_or_St""), username)",Chrome 114.0.0.0,,,06-06-2024 13:57:09,06-06-2024 13:57:10,1.414s,PASSED
"click(findTestObject(""Page_Register/button_layma""))",Chrome 114.0.0.0,,,06-06-2024 13:57:10,06-06-2024 13:57:11,0.579s,PASSED
"setText(findTestObject(""Page_Register/input_nhapma""), InsertCode)",Chrome 114.0.0.0,,,06-06-2024 13:57:11,06-06-2024 13:57:12,0.980s,PASSED
"setEncryptedText(findTestObject(""Page_Register/input_password""), password)",Chrome 114.0.0.0,,,06-06-2024 13:57:12,06-06-2024 13:57:12,0.264s,FAILED
,,,,,,,
Test Cases/TC_Register,Chrome 114.0.0.0,,,06-06-2024 13:57:12,06-06-2024 13:57:21,8.527s,FAILED
"openBrowser("""")",Chrome 114.0.0.0,,,06-06-2024 13:57:12,06-06-2024 13:57:13,0.788s,PASSED
"navigateToUrl(""https://hasaki.vn/"")",Chrome 114.0.0.0,,,06-06-2024 13:57:13,06-06-2024 13:57:15,2.404s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,06-06-2024 13:57:15,06-06-2024 13:57:16,0.163s,PASSED
"click(findTestObject(""Page_Login/button_Yes_KhuyenMai""))",Chrome 114.0.0.0,,,06-06-2024 13:57:16,06-06-2024 13:57:17,0.938s,PASSED
"click(findTestObject(""Page_Login/img_Page""))",Chrome 114.0.0.0,,,06-06-2024 13:57:17,06-06-2024 13:57:17,0.491s,PASSED
"click(findTestObject(""Page_Register/Link_Register""))",Chrome 114.0.0.0,,,06-06-2024 13:57:17,06-06-2024 13:57:18,0.568s,PASSED
"setText(findTestObject(""Page_Register/input_email_or_St""), username)",Chrome 114.0.0.0,,,06-06-2024 13:57:18,06-06-2024 13:57:19,1.212s,PASSED
"click(findTestObject(""Page_Register/button_layma""))",Chrome 114.0.0.0,,,06-06-2024 13:57:19,06-06-2024 13:57:20,0.697s,PASSED
"setText(findTestObject(""Page_Register/input_nhapma""), InsertCode)",Chrome 114.0.0.0,,,06-06-2024 13:57:20,06-06-2024 13:57:20,0.977s,PASSED
"setEncryptedText(findTestObject(""Page_Register/input_password""), password)",Chrome 114.0.0.0,,,06-06-2024 13:57:20,06-06-2024 13:57:21,0.272s,FAILED
,,,,,,,
Test Cases/TC_Register,Chrome 114.0.0.0,,,06-06-2024 13:57:21,06-06-2024 13:57:29,8.422s,FAILED
"openBrowser("""")",Chrome 114.0.0.0,,,06-06-2024 13:57:21,06-06-2024 13:57:22,0.813s,PASSED
"navigateToUrl(""https://hasaki.vn/"")",Chrome 114.0.0.0,,,06-06-2024 13:57:22,06-06-2024 13:57:24,2.415s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,06-06-2024 13:57:24,06-06-2024 13:57:24,0.311s,PASSED
"click(findTestObject(""Page_Login/button_Yes_KhuyenMai""))",Chrome 114.0.0.0,,,06-06-2024 13:57:24,06-06-2024 13:57:25,0.642s,PASSED
"click(findTestObject(""Page_Login/img_Page""))",Chrome 114.0.0.0,,,06-06-2024 13:57:25,06-06-2024 13:57:25,0.503s,PASSED
"click(findTestObject(""Page_Register/Link_Register""))",Chrome 114.0.0.0,,,06-06-2024 13:57:25,06-06-2024 13:57:26,0.550s,PASSED
"setText(findTestObject(""Page_Register/input_email_or_St""), username)",Chrome 114.0.0.0,,,06-06-2024 13:57:26,06-06-2024 13:57:27,1.218s,PASSED
"click(findTestObject(""Page_Register/button_layma""))",Chrome 114.0.0.0,,,06-06-2024 13:57:27,06-06-2024 13:57:28,0.698s,PASSED
"setText(findTestObject(""Page_Register/input_nhapma""), InsertCode)",Chrome 114.0.0.0,,,06-06-2024 13:57:28,06-06-2024 13:57:29,0.981s,PASSED
"setEncryptedText(findTestObject(""Page_Register/input_password""), password)",Chrome 114.0.0.0,,,06-06-2024 13:57:29,06-06-2024 13:57:29,0.268s,FAILED
,,,,,,,
Test Cases/TC_Register,Chrome 114.0.0.0,,,06-06-2024 13:57:29,06-06-2024 13:57:37,7.705s,FAILED
"openBrowser("""")",Chrome 114.0.0.0,,,06-06-2024 13:57:29,06-06-2024 13:57:30,0.903s,PASSED
"navigateToUrl(""https://hasaki.vn/"")",Chrome 114.0.0.0,,,06-06-2024 13:57:30,06-06-2024 13:57:32,2.207s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,06-06-2024 13:57:32,06-06-2024 13:57:33,0.316s,PASSED
"click(findTestObject(""Page_Login/button_Yes_KhuyenMai""))",Chrome 114.0.0.0,,,06-06-2024 13:57:33,06-06-2024 13:57:33,0.396s,PASSED
"click(findTestObject(""Page_Login/img_Page""))",Chrome 114.0.0.0,,,06-06-2024 13:57:33,06-06-2024 13:57:34,0.604s,PASSED
"click(findTestObject(""Page_Register/Link_Register""))",Chrome 114.0.0.0,,,06-06-2024 13:57:34,06-06-2024 13:57:34,0.332s,PASSED
"setText(findTestObject(""Page_Register/input_email_or_St""), username)",Chrome 114.0.0.0,,,06-06-2024 13:57:34,06-06-2024 13:57:35,1.114s,PASSED
"click(findTestObject(""Page_Register/button_layma""))",Chrome 114.0.0.0,,,06-06-2024 13:57:35,06-06-2024 13:57:36,0.566s,PASSED
"setText(findTestObject(""Page_Register/input_nhapma""), InsertCode)",Chrome 114.0.0.0,,,06-06-2024 13:57:36,06-06-2024 13:57:37,0.980s,PASSED
"setEncryptedText(findTestObject(""Page_Register/input_password""), password)",Chrome 114.0.0.0,,,06-06-2024 13:57:37,06-06-2024 13:57:37,0.270s,FAILED
,,,,,,,
Test Cases/TC_Register,Chrome 114.0.0.0,,,06-06-2024 13:57:37,06-06-2024 13:57:46,8.652s,FAILED
"openBrowser("""")",Chrome 114.0.0.0,,,06-06-2024 13:57:37,06-06-2024 13:57:38,0.843s,PASSED
"navigateToUrl(""https://hasaki.vn/"")",Chrome 114.0.0.0,,,06-06-2024 13:57:38,06-06-2024 13:57:40,2.664s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,06-06-2024 13:57:40,06-06-2024 13:57:41,0.273s,PASSED
"click(findTestObject(""Page_Login/button_Yes_KhuyenMai""))",Chrome 114.0.0.0,,,06-06-2024 13:57:41,06-06-2024 13:57:41,0.614s,PASSED
"click(findTestObject(""Page_Login/img_Page""))",Chrome 114.0.0.0,,,06-06-2024 13:57:41,06-06-2024 13:57:42,0.434s,PASSED
"click(findTestObject(""Page_Register/Link_Register""))",Chrome 114.0.0.0,,,06-06-2024 13:57:42,06-06-2024 13:57:42,0.559s,PASSED
"setText(findTestObject(""Page_Register/input_email_or_St""), username)",Chrome 114.0.0.0,,,06-06-2024 13:57:42,06-06-2024 13:57:44,1.216s,PASSED
"click(findTestObject(""Page_Register/button_layma""))",Chrome 114.0.0.0,,,06-06-2024 13:57:44,06-06-2024 13:57:44,0.685s,PASSED
"setText(findTestObject(""Page_Register/input_nhapma""), InsertCode)",Chrome 114.0.0.0,,,06-06-2024 13:57:44,06-06-2024 13:57:45,1.050s,PASSED
"setEncryptedText(findTestObject(""Page_Register/input_password""), password)",Chrome 114.0.0.0,,,06-06-2024 13:57:45,06-06-2024 13:57:46,0.287s,FAILED
,,,,,,,
Test Cases/TC_Register,Chrome 114.0.0.0,,,06-06-2024 13:57:46,06-06-2024 13:57:55,9.565s,FAILED
"openBrowser("""")",Chrome 114.0.0.0,,,06-06-2024 13:57:46,06-06-2024 13:57:46,0.843s,PASSED
"navigateToUrl(""https://hasaki.vn/"")",Chrome 114.0.0.0,,,06-06-2024 13:57:46,06-06-2024 13:57:49,2.776s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,06-06-2024 13:57:49,06-06-2024 13:57:49,0.227s,PASSED
"click(findTestObject(""Page_Login/button_Yes_KhuyenMai""))",Chrome 114.0.0.0,,,06-06-2024 13:57:49,06-06-2024 13:57:50,0.638s,PASSED
"click(findTestObject(""Page_Login/img_Page""))",Chrome 114.0.0.0,,,06-06-2024 13:57:50,06-06-2024 13:57:51,0.806s,PASSED
"click(findTestObject(""Page_Register/Link_Register""))",Chrome 114.0.0.0,,,06-06-2024 13:57:51,06-06-2024 13:57:52,1.053s,PASSED
"setText(findTestObject(""Page_Register/input_email_or_St""), username)",Chrome 114.0.0.0,,,06-06-2024 13:57:52,06-06-2024 13:57:53,1.242s,PASSED
"click(findTestObject(""Page_Register/button_layma""))",Chrome 114.0.0.0,,,06-06-2024 13:57:53,06-06-2024 13:57:54,0.700s,PASSED
"setText(findTestObject(""Page_Register/input_nhapma""), InsertCode)",Chrome 114.0.0.0,,,06-06-2024 13:57:54,06-06-2024 13:57:55,0.989s,PASSED
"setEncryptedText(findTestObject(""Page_Register/input_password""), password)",Chrome 114.0.0.0,,,06-06-2024 13:57:55,06-06-2024 13:57:55,0.269s,FAILED
,,,,,,,
Test Cases/TC_Register,Chrome 114.0.0.0,,,06-06-2024 13:57:55,06-06-2024 13:58:04,8.736s,FAILED
"openBrowser("""")",Chrome 114.0.0.0,,,06-06-2024 13:57:55,06-06-2024 13:57:56,0.798s,PASSED
"navigateToUrl(""https://hasaki.vn/"")",Chrome 114.0.0.0,,,06-06-2024 13:57:56,06-06-2024 13:57:59,2.929s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,06-06-2024 13:57:59,06-06-2024 13:57:59,0.240s,PASSED
"click(findTestObject(""Page_Login/button_Yes_KhuyenMai""))",Chrome 114.0.0.0,,,06-06-2024 13:57:59,06-06-2024 13:58:00,0.633s,PASSED
"click(findTestObject(""Page_Login/img_Page""))",Chrome 114.0.0.0,,,06-06-2024 13:58:00,06-06-2024 13:58:00,0.489s,PASSED
"click(findTestObject(""Page_Register/Link_Register""))",Chrome 114.0.0.0,,,06-06-2024 13:58:00,06-06-2024 13:58:01,0.568s,PASSED
"setText(findTestObject(""Page_Register/input_email_or_St""), username)",Chrome 114.0.0.0,,,06-06-2024 13:58:01,06-06-2024 13:58:02,1.239s,PASSED
"click(findTestObject(""Page_Register/button_layma""))",Chrome 114.0.0.0,,,06-06-2024 13:58:02,06-06-2024 13:58:03,0.597s,PASSED
"setText(findTestObject(""Page_Register/input_nhapma""), InsertCode)",Chrome 114.0.0.0,,,06-06-2024 13:58:03,06-06-2024 13:58:04,0.954s,PASSED
"setEncryptedText(findTestObject(""Page_Register/input_password""), password)",Chrome 114.0.0.0,,,06-06-2024 13:58:04,06-06-2024 13:58:04,0.275s,FAILED
,,,,,,,
Test Cases/TC_Register,Chrome 114.0.0.0,,,06-06-2024 13:58:04,06-06-2024 13:58:10,5.552s,FAILED
"openBrowser("""")",Chrome 114.0.0.0,,,06-06-2024 13:58:04,06-06-2024 13:58:05,0.794s,PASSED
"navigateToUrl(""https://hasaki.vn/"")",Chrome 114.0.0.0,,,06-06-2024 13:58:05,06-06-2024 13:58:07,2.302s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,06-06-2024 13:58:07,06-06-2024 13:58:07,0.324s,PASSED
"click(findTestObject(""Page_Login/button_Yes_KhuyenMai""))",Chrome 114.0.0.0,,,06-06-2024 13:58:07,06-06-2024 13:58:08,0.765s,PASSED
"click(findTestObject(""Page_Login/img_Page""))",Chrome 114.0.0.0,,,06-06-2024 13:58:08,06-06-2024 13:58:09,0.485s,PASSED
"click(findTestObject(""Page_Register/Link_Register""))",Chrome 114.0.0.0,,,06-06-2024 13:58:09,06-06-2024 13:58:10,0.868s,FAILED
,,,,,,,
Test Cases/TC_Register,Chrome 114.0.0.0,,,06-06-2024 13:58:10,06-06-2024 13:58:19,9.693s,FAILED
"openBrowser("""")",Chrome 114.0.0.0,,,06-06-2024 13:58:10,06-06-2024 13:58:10,0.879s,PASSED
"navigateToUrl(""https://hasaki.vn/"")",Chrome 114.0.0.0,,,06-06-2024 13:58:10,06-06-2024 13:58:14,3.423s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,06-06-2024 13:58:14,06-06-2024 13:58:14,0.398s,PASSED
"click(findTestObject(""Page_Login/button_Yes_KhuyenMai""))",Chrome 114.0.0.0,,,06-06-2024 13:58:14,06-06-2024 13:58:15,0.803s,PASSED
"click(findTestObject(""Page_Login/img_Page""))",Chrome 114.0.0.0,,,06-06-2024 13:58:15,06-06-2024 13:58:16,0.488s,PASSED
"click(findTestObject(""Page_Register/Link_Register""))",Chrome 114.0.0.0,,,06-06-2024 13:58:16,06-06-2024 13:58:16,0.562s,PASSED
"setText(findTestObject(""Page_Register/input_email_or_St""), username)",Chrome 114.0.0.0,,,06-06-2024 13:58:16,06-06-2024 13:58:17,1.267s,PASSED
"click(findTestObject(""Page_Register/button_layma""))",Chrome 114.0.0.0,,,06-06-2024 13:58:17,06-06-2024 13:58:18,0.720s,PASSED
"setText(findTestObject(""Page_Register/input_nhapma""), InsertCode)",Chrome 114.0.0.0,,,06-06-2024 13:58:18,06-06-2024 13:58:19,0.866s,PASSED
"setEncryptedText(findTestObject(""Page_Register/input_password""), password)",Chrome 114.0.0.0,,,06-06-2024 13:58:19,06-06-2024 13:58:19,0.271s,FAILED
,,,,,,,
Test Cases/TC_Register,Chrome 114.0.0.0,,,06-06-2024 13:58:19,06-06-2024 13:58:28,8.739s,FAILED
"openBrowser("""")",Chrome 114.0.0.0,,,06-06-2024 13:58:19,06-06-2024 13:58:20,0.825s,PASSED
"navigateToUrl(""https://hasaki.vn/"")",Chrome 114.0.0.0,,,06-06-2024 13:58:20,06-06-2024 13:58:23,2.485s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,06-06-2024 13:58:23,06-06-2024 13:58:23,0.122s,PASSED
"click(findTestObject(""Page_Login/button_Yes_KhuyenMai""))",Chrome 114.0.0.0,,,06-06-2024 13:58:23,06-06-2024 13:58:24,0.930s,PASSED
"click(findTestObject(""Page_Login/img_Page""))",Chrome 114.0.0.0,,,06-06-2024 13:58:24,06-06-2024 13:58:24,0.492s,PASSED
"click(findTestObject(""Page_Register/Link_Register""))",Chrome 114.0.0.0,,,06-06-2024 13:58:24,06-06-2024 13:58:25,0.594s,PASSED
"setText(findTestObject(""Page_Register/input_email_or_St""), username)",Chrome 114.0.0.0,,,06-06-2024 13:58:25,06-06-2024 13:58:26,1.334s,PASSED
"click(findTestObject(""Page_Register/button_layma""))",Chrome 114.0.0.0,,,06-06-2024 13:58:26,06-06-2024 13:58:27,0.589s,PASSED
"setText(findTestObject(""Page_Register/input_nhapma""), InsertCode)",Chrome 114.0.0.0,,,06-06-2024 13:58:27,06-06-2024 13:58:28,1.075s,PASSED
"setEncryptedText(findTestObject(""Page_Register/input_password""), password)",Chrome 114.0.0.0,,,06-06-2024 13:58:28,06-06-2024 13:58:28,0.273s,FAILED
,,,,,,,
Test Cases/TC_Register,Chrome 114.0.0.0,,,06-06-2024 13:58:28,06-06-2024 13:58:37,8.811s,FAILED
"openBrowser("""")",Chrome 114.0.0.0,,,06-06-2024 13:58:28,06-06-2024 13:58:29,0.918s,PASSED
"navigateToUrl(""https://hasaki.vn/"")",Chrome 114.0.0.0,,,06-06-2024 13:58:29,06-06-2024 13:58:32,2.610s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,06-06-2024 13:58:32,06-06-2024 13:58:32,0.186s,PASSED
"click(findTestObject(""Page_Login/button_Yes_KhuyenMai""))",Chrome 114.0.0.0,,,06-06-2024 13:58:32,06-06-2024 13:58:33,0.802s,PASSED
"click(findTestObject(""Page_Login/img_Page""))",Chrome 114.0.0.0,,,06-06-2024 13:58:33,06-06-2024 13:58:33,0.484s,PASSED
"click(findTestObject(""Page_Register/Link_Register""))",Chrome 114.0.0.0,,,06-06-2024 13:58:33,06-06-2024 13:58:34,0.551s,PASSED
"setText(findTestObject(""Page_Register/input_email_or_St""), username)",Chrome 114.0.0.0,,,06-06-2024 13:58:34,06-06-2024 13:58:35,1.396s,PASSED
"click(findTestObject(""Page_Register/button_layma""))",Chrome 114.0.0.0,,,06-06-2024 13:58:35,06-06-2024 13:58:36,0.581s,PASSED
"setText(findTestObject(""Page_Register/input_nhapma""), InsertCode)",Chrome 114.0.0.0,,,06-06-2024 13:58:36,06-06-2024 13:58:37,0.980s,PASSED
"setEncryptedText(findTestObject(""Page_Register/input_password""), password)",Chrome 114.0.0.0,,,06-06-2024 13:58:37,06-06-2024 13:58:37,0.280s,FAILED
,,,,,,,
Test Cases/TC_Register,Chrome 114.0.0.0,,,06-06-2024 13:58:37,06-06-2024 13:58:46,8.790s,FAILED
"openBrowser("""")",Chrome 114.0.0.0,,,06-06-2024 13:58:37,06-06-2024 13:58:38,0.845s,PASSED
"navigateToUrl(""https://hasaki.vn/"")",Chrome 114.0.0.0,,,06-06-2024 13:58:38,06-06-2024 13:58:40,2.551s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,06-06-2024 13:58:40,06-06-2024 13:58:40,0.194s,PASSED
"click(findTestObject(""Page_Login/button_Yes_KhuyenMai""))",Chrome 114.0.0.0,,,06-06-2024 13:58:40,06-06-2024 13:58:41,0.814s,PASSED
"click(findTestObject(""Page_Login/img_Page""))",Chrome 114.0.0.0,,,06-06-2024 13:58:41,06-06-2024 13:58:42,0.496s,PASSED
"click(findTestObject(""Page_Register/Link_Register""))",Chrome 114.0.0.0,,,06-06-2024 13:58:42,06-06-2024 13:58:42,0.574s,PASSED
"setText(findTestObject(""Page_Register/input_email_or_St""), username)",Chrome 114.0.0.0,,,06-06-2024 13:58:42,06-06-2024 13:58:44,1.390s,PASSED
"click(findTestObject(""Page_Register/button_layma""))",Chrome 114.0.0.0,,,06-06-2024 13:58:44,06-06-2024 13:58:44,0.606s,PASSED
"setText(findTestObject(""Page_Register/input_nhapma""), InsertCode)",Chrome 114.0.0.0,,,06-06-2024 13:58:44,06-06-2024 13:58:45,1.035s,PASSED
"setEncryptedText(findTestObject(""Page_Register/input_password""), password)",Chrome 114.0.0.0,,,06-06-2024 13:58:45,06-06-2024 13:58:46,0.266s,FAILED
,,,,,,,
Test Cases/TC_Register,Chrome 114.0.0.0,,,06-06-2024 13:58:46,06-06-2024 13:58:56,9.991s,FAILED
"openBrowser("""")",Chrome 114.0.0.0,,,06-06-2024 13:58:46,06-06-2024 13:58:47,0.860s,PASSED
"navigateToUrl(""https://hasaki.vn/"")",Chrome 114.0.0.0,,,06-06-2024 13:58:47,06-06-2024 13:58:50,3.576s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,06-06-2024 13:58:50,06-06-2024 13:58:50,0.248s,PASSED
"click(findTestObject(""Page_Login/button_Yes_KhuyenMai""))",Chrome 114.0.0.0,,,06-06-2024 13:58:50,06-06-2024 13:58:51,0.921s,PASSED
"click(findTestObject(""Page_Login/img_Page""))",Chrome 114.0.0.0,,,06-06-2024 13:58:51,06-06-2024 13:58:52,0.477s,PASSED
"click(findTestObject(""Page_Register/Link_Register""))",Chrome 114.0.0.0,,,06-06-2024 13:58:52,06-06-2024 13:58:52,0.554s,PASSED
"setText(findTestObject(""Page_Register/input_email_or_St""), username)",Chrome 114.0.0.0,,,06-06-2024 13:58:52,06-06-2024 13:58:54,1.352s,PASSED
"click(findTestObject(""Page_Register/button_layma""))",Chrome 114.0.0.0,,,06-06-2024 13:58:54,06-06-2024 13:58:54,0.737s,PASSED
"setText(findTestObject(""Page_Register/input_nhapma""), InsertCode)",Chrome 114.0.0.0,,,06-06-2024 13:58:54,06-06-2024 13:58:55,0.992s,PASSED
"setEncryptedText(findTestObject(""Page_Register/input_password""), password)",Chrome 114.0.0.0,,,06-06-2024 13:58:55,06-06-2024 13:58:56,0.261s,FAILED
,,,,,,,
Test Cases/TC_Register,Chrome 114.0.0.0,,,06-06-2024 13:58:56,06-06-2024 13:59:04,8.595s,FAILED
"openBrowser("""")",Chrome 114.0.0.0,,,06-06-2024 13:58:56,06-06-2024 13:58:56,0.791s,PASSED
"navigateToUrl(""https://hasaki.vn/"")",Chrome 114.0.0.0,,,06-06-2024 13:58:56,06-06-2024 13:58:59,2.223s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,06-06-2024 13:58:59,06-06-2024 13:58:59,0.200s,PASSED
"click(findTestObject(""Page_Login/button_Yes_KhuyenMai""))",Chrome 114.0.0.0,,,06-06-2024 13:58:59,06-06-2024 13:59:00,1.038s,PASSED
"click(findTestObject(""Page_Login/img_Page""))",Chrome 114.0.0.0,,,06-06-2024 13:59:00,06-06-2024 13:59:00,0.446s,PASSED
"click(findTestObject(""Page_Register/Link_Register""))",Chrome 114.0.0.0,,,06-06-2024 13:59:00,06-06-2024 13:59:01,0.654s,PASSED
"setText(findTestObject(""Page_Register/input_email_or_St""), username)",Chrome 114.0.0.0,,,06-06-2024 13:59:01,06-06-2024 13:59:02,1.267s,PASSED
"click(findTestObject(""Page_Register/button_layma""))",Chrome 114.0.0.0,,,06-06-2024 13:59:02,06-06-2024 13:59:03,0.759s,PASSED
"setText(findTestObject(""Page_Register/input_nhapma""), InsertCode)",Chrome 114.0.0.0,,,06-06-2024 13:59:03,06-06-2024 13:59:04,0.927s,PASSED
"setEncryptedText(findTestObject(""Page_Register/input_password""), password)",Chrome 114.0.0.0,,,06-06-2024 13:59:04,06-06-2024 13:59:04,0.268s,FAILED
,,,,,,,
Test Cases/TC_Register,Chrome 114.0.0.0,,,06-06-2024 13:59:04,06-06-2024 13:59:15,10.480s,FAILED
"openBrowser("""")",Chrome 114.0.0.0,,,06-06-2024 13:59:04,06-06-2024 13:59:05,0.769s,PASSED
"navigateToUrl(""https://hasaki.vn/"")",Chrome 114.0.0.0,,,06-06-2024 13:59:05,06-06-2024 13:59:07,2.268s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,06-06-2024 13:59:07,06-06-2024 13:59:08,0.198s,PASSED
"click(findTestObject(""Page_Login/button_Yes_KhuyenMai""))",Chrome 114.0.0.0,,,06-06-2024 13:59:08,06-06-2024 13:59:09,1.025s,PASSED
"click(findTestObject(""Page_Login/img_Page""))",Chrome 114.0.0.0,,,06-06-2024 13:59:09,06-06-2024 13:59:09,0.482s,PASSED
"click(findTestObject(""Page_Register/Link_Register""))",Chrome 114.0.0.0,,,06-06-2024 13:59:09,06-06-2024 13:59:10,0.565s,PASSED
"setText(findTestObject(""Page_Register/input_email_or_St""), username)",Chrome 114.0.0.0,,,06-06-2024 13:59:10,06-06-2024 13:59:11,1.247s,PASSED
