Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Page_Login/Link_Login""))",Chrome 114.0.0.0,,,06-06-2024 14:14:19,06-06-2024 14:14:20,0.354s,PASSED
"setText(findTestObject(""Page_Login/input_username""), username)",Chrome 114.0.0.0,,,06-06-2024 14:14:20,06-06-2024 14:14:20,0.875s,PASSED
"setEncryptedText(findTestObject(""Page_Login/input_password""), password)",Chrome 114.0.0.0,,,06-06-2024 14:14:20,06-06-2024 14:14:21,0.375s,FAILED
,,,,,,,
Test Cases/TC_Login,Chrome 114.0.0.0,,,06-06-2024 14:14:21,06-06-2024 14:14:28,7.087s,FAILED
"openBrowser("""")",Chrome 114.0.0.0,,,06-06-2024 14:14:21,06-06-2024 14:14:22,0.810s,PASSED
"navigateToUrl(""https://hasaki.vn/"")",Chrome 114.0.0.0,,,06-06-2024 14:14:22,06-06-2024 14:14:24,2.391s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,06-06-2024 14:14:24,06-06-2024 14:14:24,0.181s,PASSED
"click(findTestObject(""Page_Login/button_Yes_KhuyenMai""))",Chrome 114.0.0.0,,,06-06-2024 14:14:24,06-06-2024 14:14:25,0.858s,PASSED
"click(findTestObject(""Page_Login/img_Page""))",Chrome 114.0.0.0,,,06-06-2024 14:14:25,06-06-2024 14:14:25,0.448s,PASSED
"click(findTestObject(""Page_Login/Link_Login""))",Chrome 114.0.0.0,,,06-06-2024 14:14:26,06-06-2024 14:14:26,0.582s,PASSED
"setText(findTestObject(""Page_Login/input_username""), username)",Chrome 114.0.0.0,,,06-06-2024 14:14:26,06-06-2024 14:14:27,1.354s,PASSED
"setEncryptedText(findTestObject(""Page_Login/input_password""), password)",Chrome 114.0.0.0,,,06-06-2024 14:14:27,06-06-2024 14:14:28,0.422s,FAILED
,,,,,,,
Test Cases/TC_Login,Chrome 114.0.0.0,,,06-06-2024 14:14:28,06-06-2024 14:14:34,5.928s,FAILED
"openBrowser("""")",Chrome 114.0.0.0,,,06-06-2024 14:14:28,06-06-2024 14:14:29,0.823s,PASSED
"navigateToUrl(""https://hasaki.vn/"")",Chrome 114.0.0.0,,,06-06-2024 14:14:29,06-06-2024 14:14:31,2.079s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,06-06-2024 14:14:31,06-06-2024 14:14:31,0.137s,PASSED
"click(findTestObject(""Page_Login/button_Yes_KhuyenMai""))",Chrome 114.0.0.0,,,06-06-2024 14:14:31,06-06-2024 14:14:31,0.459s,PASSED
"click(findTestObject(""Page_Login/img_Page""))",Chrome 114.0.0.0,,,06-06-2024 14:14:31,06-06-2024 14:14:32,0.670s,PASSED
"click(findTestObject(""Page_Login/Link_Login""))",Chrome 114.0.0.0,,,06-06-2024 14:14:32,06-06-2024 14:14:32,0.343s,PASSED
"setText(findTestObject(""Page_Login/input_username""), username)",Chrome 114.0.0.0,,,06-06-2024 14:14:32,06-06-2024 14:14:33,1.037s,PASSED
"setEncryptedText(findTestObject(""Page_Login/input_password""), password)",Chrome 114.0.0.0,,,06-06-2024 14:14:33,06-06-2024 14:14:34,0.359s,FAILED
,,,,,,,
Test Cases/TC_Login,Chrome 114.0.0.0,,,06-06-2024 14:14:34,06-06-2024 14:14:41,6.788s,FAILED
"openBrowser("""")",Chrome 114.0.0.0,,,06-06-2024 14:14:34,06-06-2024 14:14:35,0.795s,PASSED
"navigateToUrl(""https://hasaki.vn/"")",Chrome 114.0.0.0,,,06-06-2024 14:14:35,06-06-2024 14:14:37,2.358s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,06-06-2024 14:14:37,06-06-2024 14:14:37,0.225s,PASSED
"click(findTestObject(""Page_Login/button_Yes_KhuyenMai""))",Chrome 114.0.0.0,,,06-06-2024 14:14:37,06-06-2024 14:14:38,0.716s,PASSED
"click(findTestObject(""Page_Login/img_Page""))",Chrome 114.0.0.0,,,06-06-2024 14:14:38,06-06-2024 14:14:38,0.514s,PASSED
"click(findTestObject(""Page_Login/Link_Login""))",Chrome 114.0.0.0,,,06-06-2024 14:14:38,06-06-2024 14:14:39,0.579s,PASSED
"setText(findTestObject(""Page_Login/input_username""), username)",Chrome 114.0.0.0,,,06-06-2024 14:14:39,06-06-2024 14:14:40,1.198s,PASSED
"setEncryptedText(findTestObject(""Page_Login/input_password""), password)",Chrome 114.0.0.0,,,06-06-2024 14:14:40,06-06-2024 14:14:41,0.379s,FAILED
,,,,,,,
Test Cases/TC_Login,Chrome 114.0.0.0,,,06-06-2024 14:14:41,06-06-2024 14:14:48,7.031s,FAILED
"openBrowser("""")",Chrome 114.0.0.0,,,06-06-2024 14:14:41,06-06-2024 14:14:41,0.774s,PASSED
"navigateToUrl(""https://hasaki.vn/"")",Chrome 114.0.0.0,,,06-06-2024 14:14:41,06-06-2024 14:14:44,2.495s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,06-06-2024 14:14:44,06-06-2024 14:14:44,0.263s,PASSED
"click(findTestObject(""Page_Login/button_Yes_KhuyenMai""))",Chrome 114.0.0.0,,,06-06-2024 14:14:44,06-06-2024 14:14:45,0.832s,PASSED
"click(findTestObject(""Page_Login/img_Page""))",Chrome 114.0.0.0,,,06-06-2024 14:14:45,06-06-2024 14:14:45,0.452s,PASSED
"click(findTestObject(""Page_Login/Link_Login""))",Chrome 114.0.0.0,,,06-06-2024 14:14:45,06-06-2024 14:14:46,0.572s,PASSED
"setText(findTestObject(""Page_Login/input_username""), username)",Chrome 114.0.0.0,,,06-06-2024 14:14:46,06-06-2024 14:14:47,1.239s,PASSED
"setEncryptedText(findTestObject(""Page_Login/input_password""), password)",Chrome 114.0.0.0,,,06-06-2024 14:14:47,06-06-2024 14:14:48,0.380s,FAILED
,,,,,,,
Test Cases/TC_Login,Chrome 114.0.0.0,,,06-06-2024 14:14:48,06-06-2024 14:14:53,5.694s,FAILED
"openBrowser("""")",Chrome 114.0.0.0,,,06-06-2024 14:14:48,06-06-2024 14:14:49,0.950s,PASSED
"navigateToUrl(""https://hasaki.vn/"")",Chrome 114.0.0.0,,,06-06-2024 14:14:49,06-06-2024 14:14:51,2.359s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,06-06-2024 14:14:51,06-06-2024 14:14:51,0.218s,PASSED
"click(findTestObject(""Page_Login/button_Yes_KhuyenMai""))",Chrome 114.0.0.0,,,06-06-2024 14:14:51,06-06-2024 14:14:52,0.822s,PASSED
"click(findTestObject(""Page_Login/img_Page""))",Chrome 114.0.0.0,,,06-06-2024 14:14:52,06-06-2024 14:14:53,0.460s,PASSED
"click(findTestObject(""Page_Login/Link_Login""))",Chrome 114.0.0.0,,,06-06-2024 14:14:53,06-06-2024 14:14:53,0.867s,FAILED
,,,,,,,
Test Cases/TC_Login,Chrome 114.0.0.0,,,06-06-2024 14:14:53,06-06-2024 14:15:00,7.047s,FAILED
"openBrowser("""")",Chrome 114.0.0.0,,,06-06-2024 14:14:53,06-06-2024 14:14:54,0.882s,PASSED
"navigateToUrl(""https://hasaki.vn/"")",Chrome 114.0.0.0,,,06-06-2024 14:14:54,06-06-2024 14:14:57,2.431s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,06-06-2024 14:14:57,06-06-2024 14:14:57,0.297s,PASSED
"click(findTestObject(""Page_Login/button_Yes_KhuyenMai""))",Chrome 114.0.0.0,,,06-06-2024 14:14:57,06-06-2024 14:14:58,0.693s,PASSED
"click(findTestObject(""Page_Login/img_Page""))",Chrome 114.0.0.0,,,06-06-2024 14:14:58,06-06-2024 14:14:58,0.507s,PASSED
"click(findTestObject(""Page_Login/Link_Login""))",Chrome 114.0.0.0,,,06-06-2024 14:14:58,06-06-2024 14:14:59,0.560s,PASSED
"setText(findTestObject(""Page_Login/input_username""), username)",Chrome 114.0.0.0,,,06-06-2024 14:14:59,06-06-2024 14:15:00,1.264s,PASSED
"setEncryptedText(findTestObject(""Page_Login/input_password""), password)",Chrome 114.0.0.0,,,06-06-2024 14:15:00,06-06-2024 14:15:00,0.392s,FAILED
,,,,,,,
Test Cases/TC_Login,Chrome 114.0.0.0,,,06-06-2024 14:15:01,06-06-2024 14:15:09,8.060s,FAILED
"openBrowser("""")",Chrome 114.0.0.0,,,06-06-2024 14:15:01,06-06-2024 14:15:01,0.807s,PASSED
"navigateToUrl(""https://hasaki.vn/"")",Chrome 114.0.0.0,,,06-06-2024 14:15:01,06-06-2024 14:15:04,2.688s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,06-06-2024 14:15:04,06-06-2024 14:15:04,0.307s,PASSED
"click(findTestObject(""Page_Login/button_Yes_KhuyenMai""))",Chrome 114.0.0.0,,,06-06-2024 14:15:04,06-06-2024 14:15:05,0.579s,PASSED
"click(findTestObject(""Page_Login/img_Page""))",Chrome 114.0.0.0,,,06-06-2024 14:15:05,06-06-2024 14:15:06,0.796s,PASSED
"click(findTestObject(""Page_Login/Link_Login""))",Chrome 114.0.0.0,,,06-06-2024 14:15:06,06-06-2024 14:15:07,1.029s,PASSED
"setText(findTestObject(""Page_Login/input_username""), username)",Chrome 114.0.0.0,,,06-06-2024 14:15:07,06-06-2024 14:15:08,1.465s,PASSED
"setEncryptedText(findTestObject(""Page_Login/input_password""), password)",Chrome 114.0.0.0,,,06-06-2024 14:15:08,06-06-2024 14:15:09,0.359s,FAILED
,,,,,,,
Test Cases/TC_Login,Chrome 114.0.0.0,,,06-06-2024 14:15:09,06-06-2024 14:15:15,6.905s,FAILED
"openBrowser("""")",Chrome 114.0.0.0,,,06-06-2024 14:15:09,06-06-2024 14:15:09,0.821s,PASSED
"navigateToUrl(""https://hasaki.vn/"")",Chrome 114.0.0.0,,,06-06-2024 14:15:09,06-06-2024 14:15:12,2.336s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,06-06-2024 14:15:12,06-06-2024 14:15:12,0.218s,PASSED
"click(findTestObject(""Page_Login/button_Yes_KhuyenMai""))",Chrome 114.0.0.0,,,06-06-2024 14:15:12,06-06-2024 14:15:13,0.990s,PASSED
"click(findTestObject(""Page_Login/img_Page""))",Chrome 114.0.0.0,,,06-06-2024 14:15:13,06-06-2024 14:15:13,0.495s,PASSED
"click(findTestObject(""Page_Login/Link_Login""))",Chrome 114.0.0.0,,,06-06-2024 14:15:13,06-06-2024 14:15:14,0.563s,PASSED
"setText(findTestObject(""Page_Login/input_username""), username)",Chrome 114.0.0.0,,,06-06-2024 14:15:14,06-06-2024 14:15:15,1.076s,PASSED
"setEncryptedText(findTestObject(""Page_Login/input_password""), password)",Chrome 114.0.0.0,,,06-06-2024 14:15:15,06-06-2024 14:15:15,0.396s,FAILED
,,,,,,,
Test Cases/TC_Login,Chrome 114.0.0.0,,,06-06-2024 14:15:16,06-06-2024 14:15:53,37.963s,FAILED
"openBrowser("""")",Chrome 114.0.0.0,,,06-06-2024 14:15:16,06-06-2024 14:15:16,0.788s,PASSED
"navigateToUrl(""https://hasaki.vn/"")",Chrome 114.0.0.0,,,06-06-2024 14:15:16,06-06-2024 14:15:50,33.486s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,06-06-2024 14:15:50,06-06-2024 14:15:50,0.208s,PASSED
"click(findTestObject(""Page_Login/button_Yes_KhuyenMai""))",Chrome 114.0.0.0,,,06-06-2024 14:15:50,06-06-2024 14:15:51,0.721s,PASSED
"click(findTestObject(""Page_Login/img_Page""))",Chrome 114.0.0.0,,,06-06-2024 14:15:51,06-06-2024 14:15:51,0.459s,PASSED
"click(findTestObject(""Page_Login/Link_Login""))",Chrome 114.0.0.0,,,06-06-2024 14:15:51,06-06-2024 14:15:52,0.583s,PASSED
"setText(findTestObject(""Page_Login/input_username""), username)",Chrome 114.0.0.0,,,06-06-2024 14:15:52,06-06-2024 14:15:53,1.282s,PASSED
"setEncryptedText(findTestObject(""Page_Login/input_password""), password)",Chrome 114.0.0.0,,,06-06-2024 14:15:53,06-06-2024 14:15:53,0.412s,FAILED
,,,,,,,
Test Cases/TC_Login,Chrome 114.0.0.0,,,06-06-2024 14:15:53,06-06-2024 14:16:00,6.997s,FAILED
"openBrowser("""")",Chrome 114.0.0.0,,,06-06-2024 14:15:54,06-06-2024 14:15:54,0.806s,PASSED
"navigateToUrl(""https://hasaki.vn/"")",Chrome 114.0.0.0,,,06-06-2024 14:15:54,06-06-2024 14:15:57,2.363s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,06-06-2024 14:15:57,06-06-2024 14:15:57,0.202s,PASSED
"click(findTestObject(""Page_Login/button_Yes_KhuyenMai""))",Chrome 114.0.0.0,,,06-06-2024 14:15:57,06-06-2024 14:15:58,0.924s,PASSED
"click(findTestObject(""Page_Login/img_Page""))",Chrome 114.0.0.0,,,06-06-2024 14:15:58,06-06-2024 14:15:58,0.451s,PASSED
"click(findTestObject(""Page_Login/Link_Login""))",Chrome 114.0.0.0,,,06-06-2024 14:15:58,06-06-2024 14:15:59,0.567s,PASSED
"setText(findTestObject(""Page_Login/input_username""), username)",Chrome 114.0.0.0,,,06-06-2024 14:15:59,06-06-2024 14:16:00,1.242s,PASSED
"setEncryptedText(findTestObject(""Page_Login/input_password""), password)",Chrome 114.0.0.0,,,06-06-2024 14:16:00,06-06-2024 14:16:00,0.423s,FAILED
,,,,,,,
Test Cases/TC_Login,Chrome 114.0.0.0,,,06-06-2024 14:16:01,06-06-2024 14:16:11,10.719s,FAILED
"openBrowser("""")",Chrome 114.0.0.0,,,06-06-2024 14:16:01,06-06-2024 14:16:01,0.774s,PASSED
"navigateToUrl(""https://hasaki.vn/"")",Chrome 114.0.0.0,,,06-06-2024 14:16:01,06-06-2024 14:16:04,2.654s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,06-06-2024 14:16:04,06-06-2024 14:16:04,0.262s,PASSED
"click(findTestObject(""Page_Login/button_Yes_KhuyenMai""))",Chrome 114.0.0.0,,,06-06-2024 14:16:04,06-06-2024 14:16:05,0.767s,PASSED
"click(findTestObject(""Page_Login/img_Page""))",Chrome 114.0.0.0,,,06-06-2024 14:16:05,06-06-2024 14:16:05,0.445s,PASSED
"click(findTestObject(""Page_Login/Link_Login""))",Chrome 114.0.0.0,,,06-06-2024 14:16:05,06-06-2024 14:16:06,0.563s,PASSED
"setText(findTestObject(""Page_Login/input_username""), username)",Chrome 114.0.0.0,,,06-06-2024 14:16:06,06-06-2024 14:16:07,1.162s,PASSED
"setEncryptedText(findTestObject(""Page_Login/input_password""), password)",Chrome 114.0.0.0,,,06-06-2024 14:16:07,06-06-2024 14:16:08,0.709s,PASSED
"click(findTestObject(""Page_Login/button_Login""))",Chrome 114.0.0.0,,,06-06-2024 14:16:08,06-06-2024 14:16:08,0.470s,PASSED
delay(2),Chrome 114.0.0.0,,,06-06-2024 14:16:08,06-06-2024 14:16:10,2.036s,PASSED
"verifyElementText(findTestObject(""Page_Login/LoginExpected""), Expected)",Chrome 114.0.0.0,,,06-06-2024 14:16:10,06-06-2024 14:16:11,0.856s,FAILED
,,,,,,,
Test Cases/TC_Login,Chrome 114.0.0.0,,,06-06-2024 14:16:11,06-06-2024 14:16:18,6.655s,FAILED
"openBrowser("""")",Chrome 114.0.0.0,,,06-06-2024 14:16:11,06-06-2024 14:16:12,0.861s,PASSED
"navigateToUrl(""https://hasaki.vn/"")",Chrome 114.0.0.0,,,06-06-2024 14:16:12,06-06-2024 14:16:14,2.355s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,06-06-2024 14:16:14,06-06-2024 14:16:15,0.247s,PASSED
"click(findTestObject(""Page_Login/button_Yes_KhuyenMai""))",Chrome 114.0.0.0,,,06-06-2024 14:16:15,06-06-2024 14:16:16,0.842s,PASSED
"click(findTestObject(""Page_Login/img_Page""))",Chrome 114.0.0.0,,,06-06-2024 14:16:16,06-06-2024 14:16:16,0.464s,PASSED
"click(findTestObject(""Page_Login/Link_Login""))",Chrome 114.0.0.0,,,06-06-2024 14:16:16,06-06-2024 14:16:16,0.458s,PASSED
"setText(findTestObject(""Page_Login/input_username""), username)",Chrome 114.0.0.0,,,06-06-2024 14:16:16,06-06-2024 14:16:18,1.059s,PASSED
"setEncryptedText(findTestObject(""Page_Login/input_password""), password)",Chrome 114.0.0.0,,,06-06-2024 14:16:18,06-06-2024 14:16:18,0.360s,FAILED
,,,,,,,
Test Cases/TC_Login,Chrome 114.0.0.0,,,06-06-2024 14:16:18,06-06-2024 14:16:24,5.840s,FAILED
"openBrowser("""")",Chrome 114.0.0.0,,,06-06-2024 14:16:18,06-06-2024 14:16:19,0.886s,PASSED
"navigateToUrl(""https://hasaki.vn/"")",Chrome 114.0.0.0,,,06-06-2024 14:16:19,06-06-2024 14:16:21,2.517s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,06-06-2024 14:16:21,06-06-2024 14:16:22,0.219s,PASSED
"click(findTestObject(""Page_Login/button_Yes_KhuyenMai""))",Chrome 114.0.0.0,,,06-06-2024 14:16:22,06-06-2024 14:16:22,0.864s,PASSED
"click(findTestObject(""Page_Login/img_Page""))",Chrome 114.0.0.0,,,06-06-2024 14:16:22,06-06-2024 14:16:23,0.493s,PASSED
"click(findTestObject(""Page_Login/Link_Login""))",Chrome 114.0.0.0,,,06-06-2024 14:16:23,06-06-2024 14:16:24,0.831s,FAILED
,,,,,,,
Test Cases/TC_Login,Chrome 114.0.0.0,,,06-06-2024 14:16:24,06-06-2024 14:16:31,7.055s,FAILED
"openBrowser("""")",Chrome 114.0.0.0,,,06-06-2024 14:16:24,06-06-2024 14:16:25,0.794s,PASSED
"navigateToUrl(""https://hasaki.vn/"")",Chrome 114.0.0.0,,,06-06-2024 14:16:25,06-06-2024 14:16:27,2.514s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,06-06-2024 14:16:27,06-06-2024 14:16:27,0.227s,PASSED
"click(findTestObject(""Page_Login/button_Yes_KhuyenMai""))",Chrome 114.0.0.0,,,06-06-2024 14:16:27,06-06-2024 14:16:28,0.794s,PASSED
"click(findTestObject(""Page_Login/img_Page""))",Chrome 114.0.0.0,,,06-06-2024 14:16:28,06-06-2024 14:16:29,0.499s,PASSED
"click(findTestObject(""Page_Login/Link_Login""))",Chrome 114.0.0.0,,,06-06-2024 14:16:29,06-06-2024 14:16:29,0.577s,PASSED
"setText(findTestObject(""Page_Login/input_username""), username)",Chrome 114.0.0.0,,,06-06-2024 14:16:29,06-06-2024 14:16:30,1.226s,PASSED
"setEncryptedText(findTestObject(""Page_Login/input_password""), password)",Chrome 114.0.0.0,,,06-06-2024 14:16:30,06-06-2024 14:16:31,0.401s,FAILED
,,,,,,,
Test Cases/TC_Login,Chrome 114.0.0.0,,,06-06-2024 14:16:31,06-06-2024 14:16:41,10.584s,PASSED
"openBrowser("""")",Chrome 114.0.0.0,,,06-06-2024 14:16:31,06-06-2024 14:16:32,0.900s,PASSED
"navigateToUrl(""https://hasaki.vn/"")",Chrome 114.0.0.0,,,06-06-2024 14:16:32,06-06-2024 14:16:35,2.828s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,06-06-2024 14:16:35,06-06-2024 14:16:35,0.415s,PASSED
"click(findTestObject(""Page_Login/button_Yes_KhuyenMai""))",Chrome 114.0.0.0,,,06-06-2024 14:16:35,06-06-2024 14:16:35,0.411s,PASSED
"click(findTestObject(""Page_Login/img_Page""))",Chrome 114.0.0.0,,,06-06-2024 14:16:35,06-06-2024 14:16:36,0.459s,PASSED
"click(findTestObject(""Page_Login/Link_Login""))",Chrome 114.0.0.0,,,06-06-2024 14:16:36,06-06-2024 14:16:36,0.603s,PASSED
"setText(findTestObject(""Page_Login/input_username""), username)",Chrome 114.0.0.0,,,06-06-2024 14:16:36,06-06-2024 14:16:38,1.144s,PASSED
"setEncryptedText(findTestObject(""Page_Login/input_password""), password)",Chrome 114.0.0.0,,,06-06-2024 14:16:38,06-06-2024 14:16:38,0.712s,PASSED
"click(findTestObject(""Page_Login/button_Login""))",Chrome 114.0.0.0,,,06-06-2024 14:16:38,06-06-2024 14:16:39,0.483s,PASSED
delay(2),Chrome 114.0.0.0,,,06-06-2024 14:16:39,06-06-2024 14:16:41,2.012s,PASSED
"verifyElementText(findTestObject(""Page_Login/LoginExpected""), Expected)",Chrome 114.0.0.0,,,06-06-2024 14:16:41,06-06-2024 14:16:41,0.425s,PASSED
closeBrowser(),Chrome 114.0.0.0,,,06-06-2024 14:16:41,06-06-2024 14:16:41,0.182s,PASSED
,,,,,,,
Test Cases/TC_Login,Chrome 114.0.0.0,,,06-06-2024 14:16:41,06-06-2024 14:16:46,4.843s,FAILED
"openBrowser("""")",Chrome 114.0.0.0,,,06-06-2024 14:16:41,06-06-2024 14:16:42,0.654s,PASSED
"navigateToUrl(""https://hasaki.vn/"")",Chrome 114.0.0.0,,,06-06-2024 14:16:42,06-06-2024 14:16:45,2.465s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,06-06-2024 14:16:45,06-06-2024 14:16:45,0.185s,PASSED
"click(findTestObject(""Page_Login/button_Yes_KhuyenMai""))",Chrome 114.0.0.0,,,06-06-2024 14:16:45,06-06-2024 14:16:45,0.365s,PASSED
"click(findTestObject(""Page_Login/img_Page""))",Chrome 114.0.0.0,,,06-06-2024 14:16:45,06-06-2024 14:16:46,0.545s,PASSED
"click(findTestObject(""Page_Login/Link_Login""))",Chrome 114.0.0.0,,,06-06-2024 14:16:46,06-06-2024 14:16:46,0.612s,FAILED
,,,,,,,
Test Cases/TC_Login,Chrome 114.0.0.0,,,06-06-2024 14:16:46,06-06-2024 14:16:57,10.304s,PASSED
"openBrowser("""")",Chrome 114.0.0.0,,,06-06-2024 14:16:46,06-06-2024 14:16:47,0.795s,PASSED
"navigateToUrl(""https://hasaki.vn/"")",Chrome 114.0.0.0,,,06-06-2024 14:16:47,06-06-2024 14:16:50,2.705s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,06-06-2024 14:16:50,06-06-2024 14:16:50,0.383s,PASSED
"click(findTestObject(""Page_Login/button_Yes_KhuyenMai""))",Chrome 114.0.0.0,,,06-06-2024 14:16:50,06-06-2024 14:16:51,0.400s,PASSED
"click(findTestObject(""Page_Login/img_Page""))",Chrome 114.0.0.0,,,06-06-2024 14:16:51,06-06-2024 14:16:51,0.456s,PASSED
"click(findTestObject(""Page_Login/Link_Login""))",Chrome 114.0.0.0,,,06-06-2024 14:16:51,06-06-2024 14:16:52,0.666s,PASSED
"setText(findTestObject(""Page_Login/input_username""), username)",Chrome 114.0.0.0,,,06-06-2024 14:16:52,06-06-2024 14:16:53,1.118s,PASSED
"setEncryptedText(findTestObject(""Page_Login/input_password""), password)",Chrome 114.0.0.0,,,06-06-2024 14:16:53,06-06-2024 14:16:54,0.709s,PASSED
"click(findTestObject(""Page_Login/button_Login""))",Chrome 114.0.0.0,,,06-06-2024 14:16:54,06-06-2024 14:16:54,0.496s,PASSED
delay(2),Chrome 114.0.0.0,,,06-06-2024 14:16:54,06-06-2024 14:16:56,2.014s,PASSED
"verifyElementText(findTestObject(""Page_Login/LoginExpected""), Expected)",Chrome 114.0.0.0,,,06-06-2024 14:16:56,06-06-2024 14:16:56,0.408s,PASSED
closeBrowser(),Chrome 114.0.0.0,,,06-06-2024 14:16:56,06-06-2024 14:16:57,0.138s,PASSED
,,,,,,,
Test Cases/TC_Login,Chrome 114.0.0.0,,,06-06-2024 14:16:57,06-06-2024 14:17:07,10.133s,PASSED
"openBrowser("""")",Chrome 114.0.0.0,,,06-06-2024 14:16:57,06-06-2024 14:16:57,0.663s,PASSED
"navigateToUrl(""https://hasaki.vn/"")",Chrome 114.0.0.0,,,06-06-2024 14:16:57,06-06-2024 14:17:00,2.278s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,06-06-2024 14:17:00,06-06-2024 14:17:00,0.371s,PASSED
"click(findTestObject(""Page_Login/button_Yes_KhuyenMai""))",Chrome 114.0.0.0,,,06-06-2024 14:17:00,06-06-2024 14:17:01,0.696s,PASSED
"click(findTestObject(""Page_Login/img_Page""))",Chrome 114.0.0.0,,,06-06-2024 14:17:01,06-06-2024 14:17:01,0.445s,PASSED
"click(findTestObject(""Page_Login/Link_Login""))",Chrome 114.0.0.0,,,06-06-2024 14:17:01,06-06-2024 14:17:02,0.589s,PASSED
"setText(findTestObject(""Page_Login/input_username""), username)",Chrome 114.0.0.0,,,06-06-2024 14:17:02,06-06-2024 14:17:03,1.333s,PASSED
"setEncryptedText(findTestObject(""Page_Login/input_password""), password)",Chrome 114.0.0.0,,,06-06-2024 14:17:03,06-06-2024 14:17:04,0.721s,PASSED
"click(findTestObject(""Page_Login/button_Login""))",Chrome 114.0.0.0,,,06-06-2024 14:17:04,06-06-2024 14:17:04,0.461s,PASSED
delay(2),Chrome 114.0.0.0,,,06-06-2024 14:17:04,06-06-2024 14:17:06,2.017s,PASSED
"verifyElementText(findTestObject(""Page_Login/LoginExpected""), Expected)",Chrome 114.0.0.0,,,06-06-2024 14:17:06,06-06-2024 14:17:07,0.401s,PASSED
closeBrowser(),Chrome 114.0.0.0,,,06-06-2024 14:17:07,06-06-2024 14:17:07,0.149s,PASSED
,,,,,,,
Test Cases/TC_Login,Chrome 114.0.0.0,,,06-06-2024 14:17:07,06-06-2024 14:17:16,9.264s,PASSED
"openBrowser("""")",Chrome 114.0.0.0,,,06-06-2024 14:17:07,06-06-2024 14:17:07,0.700s,PASSED
